@relation random10K
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@data
56.7602,9873.41,93.9648,3.29639,39.8949,87.0704,98.5271,122.544,1231,17.666
84.1125,5377.75,20.7716,0.789786,89.3268,50.8692,97.8682,124.436,1129.33,15.172
95.2709,4458.41,35.7757,2.46047,124.56,59.5703,97.2666,121.37,1529.81,17.6869
83.1679,2896.81,73.8797,2.94412,125.487,91.0618,98.272,123.706,1287.43,13.402
66.3154,4083.72,49.0295,2.7821,48.5241,54.3325,98.5185,123.623,831.073,13.5314
36.0557,9708.11,40.6287,1.98539,77.6376,64.0672,98.3828,123.418,1439.21,15.5274
62.5366,5189.99,53.0005,1.39041,32.4402,70.4798,97.4176,123.914,1052.03,17.1775
89.4852,8166.56,91.1037,1.71701,68.0634,58.8725,97.9659,121.12,1771.62,16.084
51.8866,2465.01,47.976,2.82562,70.4979,49.2253,97.1474,120.89,1511.5,17.2775
71.9476,3410.48,15.0495,1.09777,61.5221,59.3717,98.287,123.076,841.239,18.3731
51.8054,9128.21,64.9708,1.50464,41.7635,53.7726,98.0306,123.565,1155.29,15.9216
45.8868,7343.63,54.0551,2.8134,58.1674,49.3924,98.4646,122.251,1009.66,15.6629
41.4179,8471.28,60.8112,1.52432,121.448,49.1691,98.0664,122.925,1441.83,16.4468
63.6361,9626.71,46.8939,1.14057,40.8139,78.6028,97.5561,123.684,1208.48,16.8
45.666,7083.44,32.1165,3.00657,54.0683,77.8227,98.601,120.361,927.989,13.061
66.1216,4328.81,78.7164,1.10844,79.3781,81.4651,97.3254,120.495,1145.56,17.8273
77.1492,8608.62,73.2101,1.11714,124.969,91.0955,98.6691,121.255,1516.31,14.4583
91.903,9520.89,84.0625,1.25687,95.4043,57.6082,98.7268,122.547,1090.58,18.9484
66.3741,8452.8,30.4253,1.7161,121.588,85.3287,97.1985,120.527,1747.48,15.669
93.7011,6968.29,29.3821,2.70372,101.129,58.7293,98.2947,122.973,1294.83,15.182
88.6385,5033.3,32.3394,2.84849,79.2559,48.5605,98.8691,122.141,1322.21,14.3507
59.3719,2334.7,7.85381,2.8063,58.6203,90.8761,98.101,122.399,879.921,15.9877
94.725,9919.5,15.7094,1.28666,89.6785,86.6794,97.8788,121.526,1273.73,18.6054
76.8197,4491.35,33.2059,3.61787,19.0894,86.6401,98.9707,124.811,1106.38,16.0454
43.1058,7807.84,54.4465,1.3568,63.9451,88.9175,97.3868,124.893,1209.75,14.6399
63.3563,4675.17,28.6924,2.48653,75.3544,88.528,97.9492,124.847,1026.28,18.6899
93.2512,9161.1,28.3761,1.35096,113.189,60.642,97.1903,124.266,1049.43,15.4093
55.2484,5493.27,16.4779,3.43029,89.4264,72.447,98.6801,124.245,1334.18,14.4988
38.5606,2085.55,57.5771,1.85663,83.8949,53.0222,97.6133,120.404,883.493,16.1975
32.0376,9896.65,43.5251,1.56653,38.8557,61.016,98.1523,121.496,948.94,17.9536
79.0555,6077.05,28.6028,3.18498,63.0096,88.3852,97.7679,121.299,1566.83,18.5087
65.6695,9112.99,88.5927,0.981262,46.7626,71.5406,97.4158,122.907,1415.81,14.7483
37.9954,7159.31,30.0622,2.32683,120.581,69.2317,98.6762,122.55,1581.78,18.9222
53.4857,5860.57,49.6999,2.49329,50.8206,88.3213,98.0312,123.474,976.164,14.6946
72.9067,7485.82,20.4406,2.32528,103.302,67.634,97.1535,124.937,827.529,17.1555
49.5135,3134,35.3744,2.3717,92.611,59.935,97.0795,122.611,1581.17,17.9293
65.6409,2933.41,32.3708,0.717465,96.0172,75.0608,98.8444,121.15,1109.86,13.5903
65.8741,9382.47,75.5697,2.75215,68.0319,72.7979,97.2606,122.707,1350.97,13.9468
46.3747,8637.84,31.96,2.41426,59.3398,91.2776,98.6853,122.134,1305.7,16.743
47.3797,2118.87,71.646,2.35721,18.3163,68.0178,97.3348,124.714,1485,15.8637
32.8894,3579.89,41.0077,3.17615,114.732,86.0449,97.7779,120.059,1206,18.6396
41.8733,7119.4,74.2701,2.10752,39.6705,54.8918,97.9055,120.27,1383.36,18.7508
77.4493,8653.17,92.5988,1.95507,59.0135,91.736,98.7466,122.757,1736.9,16.3498
32.0122,9825.4,73.0214,1.9865,105.999,76.0424,97.587,120.963,1449.14,17.1969
39.2729,8550.08,35.5473,3.40642,48.2486,72.2333,97.1175,123.703,1404.77,16.8528
78.9406,4260.93,47.6403,2.71741,94.5091,85.7445,98.3329,122.871,1209.3,16.6202
39.2812,5504.36,57.339,3.36515,113.09,64.9446,98.0514,120.802,1377.64,14.0491
90.1897,7680.85,94.425,1.2978,84.5715,60.388,98.5,123.355,822.236,15.1288
51.9205,7771.1,62.367,3.06079,60.1122,62.889,98.2895,120.302,1712.67,13.3244
76.4591,2362.05,49.2893,1.43574,120.568,63.7951,98.2607,122.297,1319.34,14.2479
74.3941,5033.58,87.6282,2.58344,80.788,71.3348,98.8187,121.642,1001.35,18.5896
77.8299,6116.01,63.7682,1.66209,49.7604,50.0609,98.3182,124.731,907.17,16.4305
30.0176,8166.97,60.5304,2.17706,17.8051,72.2283,98.7027,123.232,809.994,15.2241
89.8116,7153.56,72.4888,3.01763,46.4647,62.4469,97.6058,120.907,1456.83,16.0254
37.9069,4720.9,6.68605,2.99781,90.0104,62.0873,98.6255,121.599,1066.36,18.5197
92.4145,4132.88,67.1733,2.22592,101.004,79.105,97.1186,123.051,1153.4,13.4157
98.6684,3662.79,69.2126,2.89256,125.804,91.3611,97.1184,121.416,966.843,17.2961
85.1253,4238.39,10.0518,3.11871,21.1222,79.5453,97.2528,124.293,836.827,15.3566
84.4917,9427.71,64.3435,2.1078,64.9557,66.4068,97.3524,122.482,828.635,16.1776
69.5968,2076.89,71.3701,1.53743,98.9318,79.5849,97.5292,123.998,801.109,15.5888
66.0971,8308.9,69.0137,2.41541,82.6233,81.3079,97.5775,123.606,1415.51,14.9534
37.9812,5151.66,27.8631,3.02017,112.681,78.4102,97.3835,120.197,987.53,14.3222
69.8314,8025.59,25.6974,1.6194,19.6221,90.6991,97.0486,121.485,1570.09,13.1525
80.9899,4286.09,78.2624,2.01907,112.047,65.9906,97.3934,120.732,930.131,17.8732
63.0317,3953.19,23.5535,2.87775,17.9641,51.0525,97.8341,121.046,908.798,16.6275
60.0735,7422.55,37.2005,2.67878,126.24,65.1655,98.2601,120.043,1487.09,15.4007
32.3801,5324.1,66.7288,3.24408,111.783,71.9114,97.5138,120.259,1489.75,15.3222
90.4857,3293.05,61.8066,0.910693,115.405,76.5437,97.2792,121.523,1657.98,14.4904
93.6432,4300.84,88.36,1.50092,122.086,88.0623,98.3142,122.886,1719.1,15.0651
98.4137,9624.78,73.3726,2.68964,105.726,75.0555,97.4133,120.29,1466.79,18.3784
61.1547,6246.95,10.2233,0.928753,83.3231,89.6057,98.4499,123.704,1050.19,16.4977
99.2376,3275.02,83.3504,3.44599,63.7512,83.9814,98.6517,120.417,1194.98,17.4696
59.9341,4978.56,67.8229,1.26198,19.9798,69.9629,98.6044,121.211,1357.19,15.8141
39.7015,2018.03,94.9891,1.28989,24.7926,74.4431,97.2844,124.017,1141.68,15.3544
57.0503,4646.34,54.6601,1.47098,43.5658,91.0377,97.1495,120.36,861.576,15.8184
87.1827,5913.65,80.7848,2.24478,91.7715,86.6138,97.0282,122.394,919.775,16.4276
96.3435,4066.94,56.6174,3.54293,66.9597,76.6894,98.0972,122.986,1255.51,18.3418
99.273,8735.54,24.8988,2.32418,27.0808,68.5577,98.039,120.868,1339.18,16.4866
75.0394,4848.63,11.3274,2.15642,113.553,80.8607,97.7261,124.425,1025.59,15.897
61.9455,3386.83,71.7085,0.789674,29.5517,56.6329,98.3638,123.348,1593.41,13.8246
69.1948,8264.23,93.1438,3.04307,52.3352,51.4457,97.4965,124.22,1052,17.7246
59.7529,9163.35,17.9156,2.18604,58.66,48.6386,97.4844,123.72,1699.6,15.8066
45.8754,4847.75,62.7011,3.60399,59.2164,81.5333,97.3284,120.339,1231.74,18.7457
44.3652,9933.33,71.6579,1.25378,102.541,50.8628,97.5258,120.105,1709.01,16.0894
86.5854,4672.4,41.9289,3.55561,108.892,82.8134,98.9328,120.358,1335.17,18.1959
67.7543,8095.69,24.976,1.24141,97.7553,74.7439,98.8852,124.471,1475.6,15.246
89.6241,9046.54,37.9398,2.47725,23.3259,54.1022,98.315,121.642,959.621,16.3989
89.0251,9743.87,86.0484,1.46061,119.024,80.1171,97.0895,124.431,1601.51,16.4795
82.6555,4726.86,35.7693,3.62253,74.3887,51.1609,98.164,122.32,1766,14.5456
88.6775,8542.16,17.457,1.31274,61.9407,56.9681,97.6859,120.338,1332.13,16.0153
74.3907,5002.79,47.3485,2.30407,86.4351,65.1772,97.5292,123.368,1076.63,13.3968
47.7488,2230.79,41.6294,2.48631,16.3389,88.8461,98.3345,122.925,1192.24,16.7996
88.983,3843.91,45.5937,3.64308,64.6903,85.894,97.3697,123.888,1728.89,17.3019
49.6157,6504.36,13.3096,2.95229,26.9464,79.7334,97.2823,121.812,1194.85,15.5067
59.9947,7187.22,45.1966,3.20647,43.3099,67.7848,98.5276,124.556,834.676,13.9363
68.1069,9018.32,39.7882,3.68628,112.131,84.1359,98.7133,120.216,1398.94,17.7133
83.2099,9033.31,36.373,3.25741,86.5517,67.6383,98.1474,123.855,1608.68,18.8112
43.2202,3897.45,60.5241,2.60647,24.139,85.874,97.1703,124.182,1571.89,13.7189
99.4768,4530.16,94.7399,1.83719,50.9099,85.6387,97.4007,120.842,1698.59,17.7956
96.7724,7269.83,66.0592,1.60744,73.2543,61.5679,98.4976,120.424,879.441,16.3449
33.739,4146.41,76.5204,2.71105,117.225,86.163,98.0622,124.945,1503.82,14.818
37.6128,7570.76,60.735,1.01759,24.4455,88.9628,98.9226,121.379,899.321,18.1593
35.2508,2425.7,51.6747,2.96034,55.8376,49.3115,97.1236,120.522,914.69,13.8475
76.3391,3344.84,41.8597,2.06997,109.907,61.7871,97.648,121.848,1102.28,13.1669
77.0809,5288.26,70.1746,1.57559,73.8925,83.181,97.4457,122.391,875.308,14.9329
53.6646,3202.56,38.7832,3.27002,117.222,80.1667,98.773,124.828,1635.56,13.007
37.4778,5980.38,20.2348,2.24913,122.871,48.3401,98.6594,121.391,1177.31,13.792
51.4215,2399.13,53.8727,0.790549,54.2763,50.6368,98.6595,122.823,1338.12,18.4304
92.0721,9009.45,9.9841,1.48634,98.0797,90.2024,98.9863,123.097,1724.72,17.9724
73.4354,2252.38,34.3653,3.06934,77.3676,60.3414,98.595,121.888,1358.69,14.0489
65.675,8917.7,25.2237,0.858021,116.228,72.9243,97.2252,123.623,931.049,16.9043
74.0794,2142.35,52.4207,2.75526,47.3495,59.4291,98.2885,121.365,1679.09,16.4137
37.127,5996.74,59.0449,1.98429,48.4098,54.5307,98.4172,120.434,1326.07,14.6036
48.319,2285.7,16.8788,2.15923,25.8993,49.1828,97.1057,121.005,1551.53,14.1035
89.6192,5049.88,23.1541,1.8358,23.4279,69.1912,98.2767,123.553,1554.7,16.1046
49.5652,8852.11,6.53271,3.34001,47.8763,61.4817,97.0569,124.966,1193.29,16.327
48.2327,7239.9,58.1189,1.87736,31.8364,77.8582,97.8387,120.971,1679.58,14.0252
56.4729,7850.3,54.6888,2.43969,28.3074,75.2104,97.123,123.741,1128.97,17.8973
48.5974,6867.78,65.5453,1.54812,70.7093,90.1228,98.1782,122.585,1750.53,18.8944
34.998,3687.96,62.3647,2.68483,83.5862,82.2664,97.6804,120.114,1773.05,14.3187
43.5552,4809.84,90.5969,2.93723,120.286,50.6824,97.7283,124.963,1609.2,17.1588
86.6196,2599.05,32.1444,2.14473,56.05,82.7635,97.8778,124.734,1106.98,15.3366
95.0369,5027.05,59.0391,2.39945,20.479,56.9708,97.6905,121.901,1026.66,14.9099
71.999,5362.48,65.2587,2.35319,34.598,74.4293,98.2241,122.651,1393.3,15.5274
45.6343,5217.24,49.6501,2.27485,114.978,85.5629,97.6301,121.613,1600.4,16.7321
79.8458,7836,5.0354,1.63755,49.1501,49.7769,98.0328,123.206,1220.58,17.4584
97.169,2164.53,19.7038,2.5873,80.0224,62.4949,97.4595,120.918,1659.64,17.9384
72.3421,2663.93,25.2702,1.003,84.0895,52.7941,98.9094,124.615,1231.6,17.5306
68.1489,3149.46,48.6144,2.33613,67.0945,82.3458,98.1715,124.863,1221.83,13.0381
80.0966,5051.14,7.42171,3.33712,17.1749,74.3356,97.4169,121.201,1582.19,13.4087
34.4327,5096.64,18.5997,1.56564,70.6649,81.3982,97.795,122.214,1482.02,17.9746
43.8519,3816.04,92.5508,2.74747,102.507,66.8755,97.9262,121.791,1201.59,18.3095
55.514,2938.04,28.9673,1.87418,127.585,60.1789,98.9799,121.024,1317.05,17.6327
49.1018,6642.98,19.3282,1.97197,113.319,76.4804,97.3661,121.332,890.062,18.1904
36.6871,4303.58,13.286,0.90495,124.689,86.0358,97.9946,122.168,1022.59,18.3934
